FIPS,State,County,Yrs_Potential_Life_Lost_per100K(YPLL),%_Fair/Poor_Health,Avg_Days_Poor_Physical_Health_per_Month,Avg_Days_Mentally_Unhealthy_per_Month,Low_BirthWt_Unreliable,%_Low_Birthweight_Births,%_Adult_Smokers,%_Adult_Obesity,"Healthy_Food_Access(0=Worst,10=Best)",%_Adults_Physical_Inactivity,%_Access_to_Excercise_Opportunities,%_Adults_Excessive_Drinking,#_Alcohol-Impaired_Motor_Vehicle_Deaths,#_Motor_Vehicle_Deaths_x,%_Driving_Deaths_with_Alcohol_Involvement,#_Chlamydia_Cases,Chlamydia_Cases_per_100K,Teen_Birth_Rate,#_Ppl_Under65_w/o_Insurance,%_Ppl_Under65_w/o_Insurance,#_Primary_Care_Physicians(PCP)_in_Pt_Care,PCP_per_100K,Population_to_PCP_ratio,#_Dentists,Dentists_per_100K,Population_to_Dentists_ratio,#_Mental_Health_Providers(MHP),MHP_per_100K,Population_to_MHP_ratio,Preventable_Hospitalization_Rate(per100K_Medicare_Enrollees),%_Female_Medicare_Enrollees(65-74)_with_Annual_Mammogram,#_Students_Expected_to_Graduate,Graduation_Rate,#_Adults(25-44)_with_Some_Post-secondary_Ed,Adults(25-44),%_Adults(25-44)_with_Some_Post-secondary_Ed,#_Ppl(16+)_Unemployed_&_Looking_for_Work,Size_of_Labor_Force,%_Ppl(16+)_Unemployed_&_Looking_for_Work,%_Children(under18)_Living_in_Poverty,80th_Percentile_MHI,20th_Percentile_MHI,Ratio_of_Household_Income_80th_to_20th,#_Children_Living_in_Single_Parent_Household,#_Children_in_Households,%_Children_Living_in_Single_Parent_Household,#_Associations,Associations_per_10K,Annual_Avg_Violent_Crimes,Violent_Crimes_per_100K,#_Injury_Deaths,Injury_Death_Rate_per_100K,Avg_Daily_Particulate_Matter_in_Micrograms_per_Cubic_Meter,"County_Affected_by_Water_Violation(1=Yes,0=No)","%_Households_with_One_or_More Problems(overcrowding,high-housing-cost,lack-kitchen,lack-plumbing-facilities)",%_Households_with_High_Housing_Costs,%_Households_with_Overcrowding,%_Households_Lacking_Kitchen_or_Plumbing_Facilities,%_Workers_Who_Drive_Alone_to_Work,"#_Workers_who_Commute(car,truck,van)_Alone",%_Lone_Commuters_who_Commute_More_Than_30Min,Premature(under75)_Age_Adjusted_Mortality_#_Deaths,Premature age-adjusted mortality_Age-Adjusted Mortality,Child(under18)_Mortality_#_Deaths,Child(under18)_Mortality_per_100K,Infant(within1yr)_Mortality_#_Deaths,Infant(within1yr)_Mortality_per_1K_live_births,%_Adults(20+)_Diagnosed_Diabetes,#_HIV_Cases,#_Ppl(Age13+)_diagnosed_HIV_per_100K,#_Ppl_Food_Insecure,%_Pop_w/o_Adequate_Access_to_Food,#_Ppl_Low_Income_or_Do_Not_Live_Near_Grocery_Store,%_Pop_with_Limited_Access_to_Food,#_Drug_Overdose_Deaths,Drug_Overdose_Deaths_per_100K,#_Motor_Vehicle_Deaths_y,Motor_Vehicle_Deaths_per_100K,#_Adults(under65)_w/o_Health_Insurance,%_Adults(under65)_w/o_Health_Insurance,#_Children(under19)_w/o_Health_Insurance,%_Children(under19)_w/o_Health_Insurance,Other_Primary_Care_Providers(non_physician)_per_100K,Pop_to_Other_Primary_Care_Providers(non_physician),Median_Household_Income,%_Children_Enrolled_in_Free/Reduced_Lunch,#_Deaths_due_to_Homicide_per_100K,Resident_Population,Demographics_% < 18,%_Age_65_and_over,Demographics_# African American,Demographics_% African American,Demographics_# American Indian/Alaskan Native,Demographics_% American Indian/Alaskan Native,#_Asian,%_Asian,#_Native_Hawaiian/Other_Pacific_Islander,%_Native_Hawaiian/Other_Pacific_Islander,#_Hispanic,%_Hispanic,#_Non-Hispanic_White,%_Non-Hispanic_White,#_Not_Proficient_in_English,%_Not_Proficient_in_English,%_Female,#_Pop_Living_in_Rural_Area,%_Rural,Year
48045,Texas,Briscoe,0.0,19.37718809,3.9134408212,3.8007040541,0,0.0,15.545776427,27.4,3.9,25.8,71.227855834,15.992135355,1,2,50.0,15.0,996.7,0.0,345,31.109107304,1.0,67.84261000000001,1474:1,0.0,0.0,1528:0,0.0,0.0,0,3199.0,46.0,0.0,91.7,161,313,51.437699681,24,556,4.3165467626,26.0,83643,19330,4.3271081221,117,308,37.987012987,3,20.352781547,0.0,0.0,0.0,0.0,6.9,Yes,10.37037037,6.4467766117,3.5555555556,1.1851851852,79.802259887,565,30.3,23.0,376.1,0.0,0.0,0.0,0.0,11.6,0.0,0.0,230,13.6,781.57518613,47.74436079,0.0,0.0,0.0,0.0,276,34.032059186,72,23.225806452,65.44503,1528:1,42678,52.109181141,0.0,1528,19.633507853,25.392670157,46,3.0104712042,11,0.719895288,5,0.3272251309,0,0.0,388,25.392670157,1054,68.979057592,78,5.1181102362,50.130890052,1637,100.0,2019
48047,Texas,Brooks,9328.1432356,37.806553556,5.2411102712,4.1683478211,0,9.3050647821,18.755388802,29.3,7.5,23.5,52.014398449,13.419321106,1,19,5.2631578947,49.0,677.7,95.54973822,1045,17.970765262,0.0,0.0,0,1.0,13.8217,7235:1,0.0,0.0,0,8436.0,26.0,107.0,85.0,683,1740,39.252873563,199,2425,8.206185567,52.5,65036,9085,7.1586130985,1252,1985,63.073047859,6,8.3171610757,17.0,234.27272101,27.0,74.771531432,8.6,Yes,20.913461538,14.705882353,6.25,1.4423076923,84.709351306,2011,20.8,103.0,455.0,0.0,0.0,0.0,0.0,10.7,11.0,193.2,900,12.5,810.04966961,11.214864594,0.0,0.0,10.0,19.804725407,928,24.029000518,130,6.34765625,41.4651,2412:1,28106,79.835129994,0.0,7235,28.597097443,17.567380788,35,0.4837595024,47,0.6496199032,181,2.5017277125,3,0.0414651002,6497,89.799585349,509,7.0352453352,668,10.028524246,49.136143746,2294,31.759656652,2019
48049,Texas,Brown,10125.065713,18.929353871,3.873110543,3.733653711,0,9.0597117364,17.625602223,32.4,6.4,28.9,65.220700152,17.657417215,5,18,27.777777778,200.0,527.8,38.163001294,5028,17.050425582,20.0,52.25889,1914:1,14.0,36.79079,2718:1,62.0,162.93065,614:1,3097.0,36.0,432.0,96.3,4518,8658,52.182952183,621,16183,3.8373601928,24.8,85032,19548,4.349907919,2373,8316,28.535353535,63,16.461550521,119.0,314.49865215,129.0,68.030080898,8.3,Yes,11.282437006,9.3058733791,1.4215870628,0.7145543437,86.317679926,12977,12.5,718.0,508.3,21.0,61.016358195,29.0,9.8639455782,12.0,46.0,143.7,6370,16.8,5231.1362374,13.727854504,0.0,0.0,42.0,15.811288507,4320,20.491414477,813,9.1451068616,76.20949999999999,1312:1,41538,61.020848311,4.1,38053,22.350406013,19.714608572,1291,3.3926365858,315,0.8277928153,314,0.8251649016,29,0.0762094973,8505,22.350406013,27239,71.581741256,474,1.3287360188,50.582082884,15395,40.40046187,2019
48051,Texas,Burleson,8574.7755876,15.921248864,3.4268945921,3.4857708729,0,8.9752650177,14.299592884,30.6,7.4,27.6,41.257927503,17.967162686,9,27,33.333333333,78.0,446.7,40.533037202,2713,19.1325811,8.0,45.045049999999996,2220:1,1.0,5.55216,18011:1,2.0,11.10433,9006:1,5215.0,41.0,190.0,92.3,1511,3947,38.282239676,329,7987,4.1191936897,25.4,96842,21293,4.54806744,1294,3967,32.619107638,26,14.63963964,29.0,173.87133521,78.0,88.987256569,9.8,Yes,13.75,8.2255230794,4.921875,1.796875,81.638380329,6109,45.3,296.0,426.4,10.0,62.893081761,0.0,0.0,11.3,25.0,170.3,2810,16.1,701.76629568,4.0831226839,0.0,0.0,34.0,27.824379066,2219,21.791220662,532,12.712066906,33.312979999999996,3002:1,47409,63.578869048,0.0,18011,22.347454333,20.204319582,2210,12.270279274,195,1.0826717006,69,0.3830992171,7,0.038865138,3716,20.6318361,11701,64.9658542,487,2.940821256,50.524679363,13175,76.65677547,2019
48053,Texas,Burnet,6837.86792,15.851093879,3.5025933831,3.5553987891,0,6.5334128878,14.262770875,28.9,6.9,27.0,61.787134503,18.459275233,22,64,34.375,175.0,384.9,36.25974026,6937,19.814904739,22.0,47.57477,2102:1,20.0,42.73139,2340:1,31.0,66.23366,1510:1,4050.0,42.0,510.0,92.7,4970,9252,53.718115002,702,22153,3.1688710333,17.7,106830,24503,4.3598743011,3369,9736,34.603533279,62,13.407434639,109.0,247.74134894,187.0,82.278815185,9.1,Yes,13.931523022,10.917186109,2.1251475797,2.1546635183,76.426721906,14758,35.6,652.0,346.2,13.0,32.734048446,0.0,0.0,11.3,56.0,146.3,6500,14.6,5568.146072,13.024903093,19.0,13.717421125,77.0,24.534716624,5780,22.969321253,1283,12.334166506,47.004529999999995,2127:1,59009,61.277229062,4.8,46804,21.641312708,21.827194257,806,1.7220750363,552,1.1793863772,344,0.7349799162,36,0.0769165029,10530,22.498077087,34377,73.448850526,1254,2.9423496563,51.115289292,23800,55.67251462,2019
48055,Texas,Caldwell,7908.2017015,22.713488583,4.0518797748,3.6925000111,0,9.223437062,16.217376313,29.1,7.7,27.3,58.839909631,17.79834222,11,51,21.568627451,434.0,1071.0,39.842504922,7105,20.94696188,12.0,29.153810000000004,3430:1,13.0,30.70528,3257:1,29.0,68.49639,1460:1,5915.0,33.0,511.0,90.2,4369,10414,41.953140004,712,18406,3.868303814,21.3,97517,22599,4.3151024382,3175,9406,33.755049968,40,9.717936882,88.5,219.3145491,148.0,72.883784835,10.1,No,15.742971888,10.06090134,5.5020080321,1.2048192771,78.982730857,14224,51.2,549.0,403.5,16.0,40.86636698,0.0,0.0,10.4,79.0,234.5,5060,12.7,2948.5402776,7.7458631786,13.0,10.482095774,60.0,21.410296211,6162,25.164372933,1131,11.100206105,44.87694,2228:1,51895,69.477751132,5.0,42338,23.669044357,14.048845009,2437,5.7560583873,675,1.594312438,445,1.0510652369,43,0.1015636072,22128,52.265104634,16823,39.734989844,1987,5.2187844723,49.659880013,16099,42.292334367,2019
48057,Texas,Calhoun,7019.5424478,19.456617449,3.6571691203,3.5251636998,0,7.4457593688,14.584096151,31.1,7.2,23.0,51.419484589,17.421852193,4,13,30.769230769,80.0,365.4,56.210691824,3335,18.378706051,13.0,59.18507,1690:1,8.0,36.79176,2718:1,2.0,9.19794,10872:1,7010.0,28.0,316.0,91.6,2612,5228,49.961744453,606,10424,5.8135072909,24.2,107550,25771,4.1732955648,1885,5395,34.939759036,25,11.381743683,101.5,512.48390599,71.0,65.014147445,9.4,Yes,15.759849906,8.5227272727,6.5666041276,2.3764853033,82.698596898,7839,21.4,283.0,363.3,0.0,0.0,0.0,0.0,11.1,15.0,83.2,2770,12.7,2872.9767479,13.437055086,0.0,0.0,33.0,21.673737997,2772,21.801022414,620,10.839160839,55.18764,1812:1,55240,61.77423374,0.0,21744,24.742457689,17.167954378,542,2.4926416483,190,0.8738042678,1127,5.1830389993,13,0.0597866078,10603,48.762877116,9221,42.407100809,1058,5.1962084377,48.896247241,9564,44.731303494,2019
48059,Texas,Callahan,9664.1562991,15.74478726,3.6098368173,3.7510551947,0,10.625620655,15.824374543,28.0,6.5,27.1,10.233313644,17.973437393,7,39,17.948717949,38.0,280.3,30.825323169,2088,18.940493469,1.0,7.2358899999999995,13820:1,3.0,21.51154,4649:1,2.0,14.34103,6973:1,4366.0,34.0,150.0,96.3,1602,2931,54.657113613,215,5843,3.6796166353,23.3,80207,14271,5.6202788873,810,3221,25.14746973,22,15.918958032,12.0,88.394534271,52.0,76.066763213,7.9,Yes,15.071090047,12.387612388,2.1800947867,1.7061611374,84.676458912,4266,28.4,258.0,479.2,0.0,0.0,0.0,0.0,11.0,9.0,78.5,2420,17.8,1522.4624812,11.240862974,0.0,0.0,17.0,17.821014121,1723,21.821175279,395,11.95882531,64.53462999999999,1550:1,45843,55.353615172,0.0,13946,22.823748745,19.991395382,211,1.5129786319,116,0.8317797218,85,0.6094937617,9,0.0645346336,1367,9.8020937903,11985,85.938620393,72,0.5565862709,50.580811702,9776,72.179562906,2019
48061,Texas,Cameron,6322.0298464,32.324293267,4.8496006437,4.0302955218,0,8.0094464236,17.315495755,31.3,7.6,25.1,60.340209739,14.577719321,45,171,26.315789474,2050.0,485.6,55.417322706,106485,29.533799469,200.0,47.378209999999996,2111:1,129.0,30.44427,3285:1,215.0,50.740460000000006,1971:1,4732.0,35.0,7010.0,91.2,48259,103420,46.663121253,11431,166268,6.8750451079,38.4,79053,13859,5.7040912043,49178,130814,37.593835522,213,5.0457791939,1351.0,319.14504091,652.0,30.963810334,9.3,Yes,24.150460382,14.20874845,11.544655023,1.7754655436,84.781092039,128813,21.0,3859.0,317.5,214.0,40.625789023,266.0,5.1652491359,8.9,795.0,244.3,43590,10.4,57539.848402,14.164701,48.0,3.7854411932,289.0,9.8454569859,90385,38.693534025,17489,13.034664202,58.29252,1715:1,36624,87.276999718,2.4,423725,30.833205499,13.16773851,1590,0.3752433772,2790,0.658445926,3338,0.78777509,292,0.0689126202,380168,89.720455484,37708,8.8991680925,66793,17.393693344,51.385450469,34207,8.4208064596,2019
48063,Texas,Camp,9591.388733,20.178343596,3.9978024839,3.853001255,0,7.4045206547,16.88200133,32.6,6.6,26.6,60.140311265,16.643216866,4,11,36.363636364,53.0,417.9,60.677170634,2168,20.612283704,9.0,69.94637,1430:1,5.0,38.89537,2571:1,5.0,38.89537,2571:1,5568.0,37.0,181.0,96.7,1476,2743,53.809697412,284,5040,5.6349206349,31.3,85383,20420,4.1813418217,1048,3349,31.292923261,16,12.434911013,42.5,337.24805586,57.0,89.85150856,9.9,No,15.011286682,8.6727688787,5.4176072235,2.0316027088,80.74130684,4226,31.8,203.0,455.8,0.0,0.0,0.0,0.0,11.6,18.0,174.7,2480,19.7,729.00852184,5.8786268998,0.0,0.0,29.0,32.844813917,1815,25.215337594,390,11.130136986,38.89537,2571:1,41932,76.249483684,0.0,12855,26.63555037,18.195254765,2044,15.900427849,127,0.9879424349,119,0.9257098405,20,0.1555814858,3221,25.056398289,7174,55.807078958,482,4.1070211316,51.528588098,7624,61.478912991,2019
48065,Texas,Carson,6320.7364429,12.564468097,3.0691520698,3.3253662287,0,6.5693430657,13.433521945,29.5,7.8,24.3,75.590423811,21.087006063,0,22,0.0,42.0,703.6,20.27027027,761,15.033583564,0.0,0.0,0,1.0,16.578249999999997,6032:1,1.0,16.578249999999997,6032:1,4556.0,38.0,0.0,97.6,975,1364,71.480938416,97,3060,3.1699346405,11.3,118898,29313,4.0561525603,373,1472,25.339673913,17,28.066699686,22.5,377.23195574,23.0,76.460224062,7.0,No,6.7102396514,4.1101880192,2.3965141612,0.174291939,86.203208556,2418,29.4,82.0,358.5,0.0,0.0,0.0,0.0,10.5,0.0,0.0,790,13.0,371.93742465,6.0164578559,0.0,0.0,12.0,28.237287338,593,16.856168277,183,11.254612546,116.04775,862:1,60668,30.862329803,0.0,6032,24.320291777,18.766578249,48,0.7957559682,97,1.6080901857,27,0.4476127321,3,0.049734748,617,10.228779841,5157,85.49403183,9,0.1593484419,49.867374005,5885,95.195729537,2019
48067,Texas,Cass,10030.945897,17.009899048,3.7358185349,3.7301407404,0,8.4092792046,16.288645084,33.4,6.3,28.9,36.465992647,17.405712279,13,38,34.210526316,98.0,323.3,46.12664738,3637,15.462120568,8.0,26.337449999999997,3797:1,9.0,29.988,3335:1,7.0,23.324,4287:1,5548.0,33.0,392.0,96.5,2778,6573,42.263806481,726,12198,5.9517953763,29.5,82775,17683,4.6810495957,2783,6820,40.806451613,52,17.119341564,113.0,377.11291695,128.0,84.604605663,9.9,Yes,13.045337896,8.864628821,3.4217279726,1.753635586,89.501223732,10605,37.4,584.0,493.8,14.0,51.317766944,0.0,0.0,13.6,41.0,160.6,6890,22.7,1046.7859502,3.4361408554,0.0,0.0,56.0,26.450777936,3078,18.349827113,622,8.7175893483,46.64801,2144:1,40104,60.558496076,8.0,30012,22.524323604,21.834599494,4999,16.656670665,195,0.649740104,148,0.4931360789,16,0.0533120085,1359,4.5281887245,22949,76.466080235,77,0.2714421687,51.642676263,22547,74.011948529,2019
48069,Texas,Castro,7621.5552326,25.725190473,4.2008251417,3.7668850774,0,7.5919335706,16.332635756,28.4,8.8,23.3,49.64028777,16.168180363,3,8,37.5,21.0,274.3,60.352831941,1792,27.556512379,1.0,13.03951,7669:1,0.0,0.0,0,1.0,12.75022,7843:1,4247.0,35.0,108.0,98.1,747,1730,43.179190751,110,3358,3.2757593806,25.1,90463,23739,3.8107333923,608,2339,25.994014536,11,14.343460686,8.5,108.86967659,24.0,61.571615485,7.3,No,13.2,6.2900641026,6.8,2.56,85.768500949,2712,24.8,81.0,354.2,0.0,0.0,0.0,0.0,10.5,5.0,82.7,660,8.4,327.6926532,4.0646570727,0.0,0.0,0.0,0.0,1459,33.86722377,366,15.687955422,38.25067,2614:1,41746,74.64953271,0.0,7843,29.121509626,15.223766416,160,2.0400357006,141,1.7977814612,50,0.6375111564,1,0.0127502231,5130,65.408644651,2442,31.136044881,930,12.825817129,48.387096774,3689,45.757876457,2019
48071,Texas,Chambers,7856.1169272,15.350247254,3.4055213718,3.4675552144,0,8.6755349913,15.156629593,27.7,7.5,27.5,67.050376111,20.864121443,13,79,16.455696203,76.0,195.6,24.895843918,5524,15.654933968,4.0,10.02531,9975:1,2.0,4.82614,20721:1,8.0,19.30455,5180:1,9699.0,27.0,522.0,98.4,6566,10095,65.04210005,1205,18511,6.509642915,12.9,147961,26944,5.4914266627,2684,10987,24.428870483,27,6.7670868944,134.0,348.25999948,141.0,72.24841156,9.9,Yes,11.405529954,9.0794649882,1.4516129032,1.267281106,88.867388281,14696,45.2,502.0,398.6,24.0,54.581428669,0.0,0.0,9.5,39.0,124.9,5800,15.2,1810.365098,5.1583231651,10.0,8.3192599186,55.0,20.606351252,4462,18.447926572,1164,9.963194385,48.26138,2072:1,81018,30.712728107,5.2,41441,27.957819551,11.394512681,3275,7.9028015733,416,1.00383678,572,1.3802755725,47,0.1134142516,9231,22.275041625,27747,66.955430612,1713,4.6880131363,49.342438648,16046,45.720310007,2019
48073,Texas,Cherokee,9531.8860432,20.550797458,4.0237276191,3.8852789721,0,7.6805793787,17.53327769,33.3,6.5,29.1,43.548038155,16.338013177,16,55,29.090909091,274.0,531.6,59.179048099,9108,22.536187059,17.0,32.90238,3039:1,15.0,28.713630000000002,3483:1,44.0,84.22665,1187:1,5658.0,39.0,714.0,88.5,5590,12190,45.857260049,936,20659,4.5307130064,25.2,91835,19350,4.745994832,4451,13020,34.185867896,53,10.257799799,191.0,394.90551214,190.0,73.863857248,10.0,Yes,17.230682459,12.230215827,4.7941342358,1.1562323745,80.127287977,16241,33.2,830.0,459.6,44.0,83.094122979,43.0,8.1532043989,12.9,117.0,279.4,9850,19.2,4351.7855306,8.5589252248,13.0,8.3628176262,93.0,25.863795136,7527,27.403793643,1725,12.679162073,40.19908,2488:1,47147,64.334532374,3.6,52240,25.666156202,17.30474732,7261,13.899310873,836,1.6003062787,306,0.5857580398,28,0.0535987749,12163,23.282924962,31616,60.520673813,2630,5.481222125,48.968223583,32057,63.048480677,2019
48075,Texas,Childress,9430.5331228,19.732628676,3.8993106908,3.6555106731,0,11.069418386,17.473594814,30.0,5.7,23.6,74.194006533,20.086407981,2,8,25.0,43.0,606.7,61.550759392,766,16.670293798,9.0,127.62337,784:1,3.0,42.450829999999996,2356:1,3.0,42.450829999999996,2356:1,4511.0,24.0,96.0,90.1,1150,2333,49.292756108,86,2910,2.9553264605,26.7,76864,17055,4.5068308414,372,1424,26.123595506,13,18.43448667,0.0,0.0,30.0,84.767313724,7.5,No,17.364016736,14.285714286,0.8368200837,2.6778242678,80.862207897,2007,13.0,98.0,461.5,0.0,0.0,0.0,0.0,9.3,14.0,234.3,1360,19.2,1186.999522,16.858394006,0.0,0.0,0.0,0.0,632,20.019005385,147,9.7350993377,113.20221,883:1,40925,50.572687225,0.0,7067,20.532050375,15.395500212,684,9.6787887364,65,0.9197679355,49,0.6933635206,2,0.0283005519,2186,30.932503184,4027,56.983161172,68,1.028277635,40.498089713,2334,33.148700469,2019
48077,Texas,Clay,8422.5735162,14.435021028,3.4958300028,3.5653814243,0,5.0488599349,14.880002327,28.8,6.1,25.1,18.526785714,19.135092541,5,15,33.333333333,26.0,251.0,28.75399361,1411,17.521420589,4.0,39.242619999999995,2548:1,0.0,0.0,0,0.0,0.0,0,5345.0,37.0,0.0,98.3,1204,2116,56.899810964,171,4797,3.564727955,17.3,102560,22014,4.6588534569,611,2199,27.78535698,15,14.715981556,13.5,130.17694422,44.0,84.914217342,8.6,Yes,11.097708082,8.832807571,1.0856453559,1.4475271411,84.501411101,3593,31.2,182.0,437.7,0.0,0.0,0.0,0.0,11.0,6.0,68.0,1790,17.3,1797.2853932,16.715823969,0.0,0.0,17.0,23.264406826,1160,19.515477793,272,12.241224122,28.788019999999996,3474:1,53438,47.041763341,0.0,10421,20.688993379,21.197581806,74,0.7101045965,150,1.4394012091,45,0.4318203627,3,0.0287880242,637,6.1126571346,9361,89.828231456,138,1.3952077646,50.254294214,8021,74.600074405,2019
48079,Texas,Cochran,10534.328442,26.367478452,4.443436399,3.9422753181,0,8.038585209,17.361174237,28.0,8.0,23.1,47.521586185,15.812530337,0,3,0.0,11.0,372.5,41.079812207,686,28.417564209,1.0,34.69813,2882:1,0.0,0.0,2851:0,1.0,35.07541,2851:1,4001.0,23.0,0.0,100.0,291,711,40.928270042,52,1133,4.5895851721,38.3,84643,12446,6.8008195404,271,808,33.53960396,6,20.818875781,6.0,202.80547575,13.0,88.816014211,6.8,Yes,17.475728155,6.6336633663,7.7669902913,4.3689320388,71.646859083,844,21.4,44.0,494.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,330,11.1,246.55029157,7.8845632098,0.0,0.0,0.0,0.0,573,34.832826748,123,15.298507463,35.07541,2851:1,40796,77.656675749,0.0,2851,27.42897229,16.239915819,100,3.5075412136,80,2.8060329709,12,0.4209049456,7,0.245527885,1656,58.084882497,1044,36.61873027,414,15.310650888,50.473518064,3127,100.0,2019
48081,Texas,Coke,7763.5801294,16.822302278,3.6609575959,3.628000756,x,4.845814978,14.662105175,28.8,4.6,30.5,72.228915663,16.496807073,4,16,25.0,9.0,277.9,40.47976012,414,17.228464419,0.0,0.0,0,0.0,0.0,3306:0,0.0,0.0,0,4088.0,31.0,0.0,92.1,404,597,67.671691792,51,1396,3.6532951289,21.2,80676,16232,4.9701823558,192,594,32.323232323,6,18.382352941,1.0,31.167212093,24.0,147.49262537,7.5,Yes,10.3125,8.625,1.25,0.25,84.337349398,1190,37.0,62.0,431.7,0.0,0.0,0.0,0.0,12.2,0.0,0.0,520,16.0,1196.5709837,36.041294688,0.0,0.0,11.0,48.228691687,337,19.547563805,85,11.904761905,0.0,3306:0,42314,54.646840149,0.0,3306,21.324863884,26.527525711,19,0.5747126437,81,2.4500907441,5,0.1512401694,1,0.0302480339,700,21.173623714,2500,75.620084694,70,2.2194039315,50.816696915,3320,100.0,2019
48083,Texas,Coleman,10697.149483,17.882673172,3.8349188834,3.748971811,0,11.016949153,15.928049117,28.1,6.7,26.1,65.902192243,16.555144616,2,16,12.5,30.0,359.8,54.354539839,1303,20.448838669,5.0,59.38242,1684:1,2.0,23.724790000000002,4215:1,1.0,11.8624,8430:1,9079.0,32.0,96.0,88.9,911,1750,52.057142857,136,3070,4.4299674267,41.2,78636,17734,4.4341942032,652,1833,35.570103655,22,26.128266033,11.5,211.47480691,29.0,68.78394725,7.8,Yes,12.775330396,11.56626506,0.8516886931,0.4111600587,87.813072694,2875,26.4,163.0,484.6,0.0,0.0,0.0,0.0,11.8,6.0,84.8,1530,18.1,753.85216331,8.4750102677,0.0,0.0,12.0,20.134566016,1104,24.078516903,216,11.458885942,59.31198,1686:1,35596,61.769115442,0.0,8430,21.18623962,24.555160142,244,2.8944246738,118,1.3997627521,81,0.9608540925,3,0.0355871886,1499,17.78173191,6449,76.50059312,146,1.8397177419,49.525504152,4585,51.545812254,2019
48085,Texas,Collin,4160.0342763,13.741809481,2.9103491623,3.2561960951,0,7.7729246012,12.110145785,26.9,7.8,18.9,89.769934082,18.902802859,79,243,32.510288066,6364.0,696.2,12.318694743,90995,10.831538889,887.0,94.40338,1059:1,654.0,67.45029,1483:1,1010.0,104.16634,960:1,4383.0,46.0,13698.0,96.7,213061,265586,80.222978621,17970,527317,3.4078173091,6.2,163196,41222,3.9589539566,48122,244959,19.64492017,606,6.4496559651,1424.0,156.70945363,1803.0,39.510585901,10.9,No,13.108804055,10.95297132,2.3085097687,0.4953813455,81.315105416,381328,45.9,6068.0,214.4,341.0,34.374722784,337.0,4.4473771033,8.9,1570.0,212.1,132720,15.0,17627.283992,2.2531458778,227.0,8.0401938856,401.0,6.4571168538,75570,12.867622018,17777,6.7052402488,62.60294,1597:1,95394,23.404083261,2.1,969603,26.281168685,10.744191179,94323,9.7280020792,6820,0.703380662,145881,15.045436122,905,0.09333717,148440,15.309358573,555608,57.302627983,33154,3.8764548106,50.806773494,41016,5.2427266371,2019
48087,Texas,Collingsworth,8649.5098524,22.032213515,4.186692966,3.9463250268,x,7.2796934866,17.313123728,28.1,7.9,23.5,68.956493294,16.478930113,3,3,100.0,0.0,0.0,36.734693878,726,29.656862745,0.0,0.0,0,0.0,0.0,2987:0,0.0,0.0,0,7738.0,31.0,0.0,97.8,273,712,38.342696629,42,1159,3.6238136324,28.1,77278,23074,3.3491375574,216,737,29.308005427,8,26.525198939,5.0,162.12710765,17.0,112.11501682,7.3,Yes,11.711711712,11.081081081,2.1621621622,0.3603603604,86.336779911,1169,16.7,46.0,434.8,0.0,0.0,0.0,0.0,11.1,0.0,0.0,430,14.3,80.866869809,2.6453015966,0.0,0.0,0.0,0.0,581,35.319148936,159,18.838862559,133.91363,747:1,39809,62.273476112,0.0,2987,26.715768329,18.27920991,152,5.088717777,89,2.9795781721,16,0.5356545028,0,0.0,1020,34.147974556,1722,57.649815869,170,6.0240963855,51.556745899,3057,100.0,2019
48089,Texas,Colorado,8387.23061,18.209038384,3.6828701435,3.5376237258,0,8.6177951875,14.637286936,28.3,7.5,24.2,61.396953147,17.020075662,7,52,13.461538462,90.0,431.2,35.163881051,3218,19.633923124,12.0,57.0912,1752:1,5.0,23.54936,4246:1,3.0,14.12962,7077:1,5417.0,31.0,269.0,85.9,2194,4057,54.079368992,387,10080,3.8392857143,23.0,100607,23019,4.37060689,1615,4883,33.073929961,35,16.651600932,46.0,220.73466254,95.0,90.829126511,9.7,Yes,10.38536904,8.0901856764,2.4167210973,0.2482037884,85.813111963,8063,26.0,317.0,390.0,10.0,51.843019337,0.0,0.0,11.8,24.0,137.7,3100,14.9,1311.9009438,6.2848564905,0.0,0.0,38.0,26.008870394,2593,22.336118529,681,13.495838288,28.259230000000002,3539:1,49100,64.458345181,0.0,21232,23.125470987,21.486435569,2533,11.930105501,234,1.1021100226,170,0.8006782216,16,0.0753579503,6344,29.87942728,11958,56.320648078,953,4.8602611179,50.014129616,13070,62.613777906,2019
